,symbol,frequency,open,high,low,close,volume,amount,pre_close,position,bob,eob
0,SZSE.123257,60s,130.0,130.0,130.0,130.0,108765,14139450.0,0.0,0,2025-07-04 09:30:00+08:00,2025-07-04 09:31:00+08:00
1,SZSE.123257,60s,136.51,136.51,136.51,136.51,547962,74802292.62,0.0,0,2025-07-04 14:57:00+08:00,2025-07-04 14:58:00+08:00
2,SZSE.123257,60s,136.51,136.51,136.51,136.51,304288,41538354.88,0.0,0,2025-07-04 14:59:00+08:00,2025-07-04 15:00:00+08:00
3,SZSE.123257,60s,136.39,136.4,135.11,135.692,238792,32463532.194,0.0,0,2025-07-07 09:30:00+08:00,2025-07-07 09:31:00+08:00
4,SZSE.123257,60s,135.568,135.568,135.22,135.53,143502,19427389.58,0.0,0,2025-07-07 09:31:00+08:00,2025-07-07 09:32:00+08:00
5,SZSE.123257,60s,135.417,135.63,135.249,135.382,126672,17157100.166,0.0,0,2025-07-07 09:32:00+08:00,2025-07-07 09:33:00+08:00
6,SZSE.123257,60s,135.382,135.606,135.3,135.3,80320,10879165.244000005,0.0,0,2025-07-07 09:33:00+08:00,2025-07-07 09:34:00+08:00
7,SZSE.123257,60s,135.3,135.599,134.89,135.599,207554,28041296.144,0.0,0,2025-07-07 09:34:00+08:00,2025-07-07 09:35:00+08:00
8,SZSE.123257,60s,135.625,135.685,135.344,135.665,50596,6855794.954000011,0.0,0,2025-07-07 09:35:00+08:00,2025-07-07 09:36:00+08:00
9,SZSE.123257,60s,135.667,136.032,135.523,135.939,77474,10522523.824,0.0,0,2025-07-07 09:36:00+08:00,2025-07-07 09:37:00+08:00
10,SZSE.123257,60s,136.001,137.03,135.842,136.68,134736,18359837.73299998,0.0,0,2025-07-07 09:37:00+08:00,2025-07-07 09:38:00+08:00
11,SZSE.123257,60s,136.519,137.061,136.5,136.637,84423,11545950.76000002,0.0,0,2025-07-07 09:38:00+08:00,2025-07-07 09:39:00+08:00
12,SZSE.123257,60s,136.436,136.436,135.62,136.1,97838,13296779.97299999,0.0,0,2025-07-07 09:39:00+08:00,2025-07-07 09:40:00+08:00
13,SZSE.123257,60s,136.025,136.539,136.025,136.302,54960,7494643.324000001,0.0,0,2025-07-07 09:40:00+08:00,2025-07-07 09:41:00+08:00
14,SZSE.123257,60s,136.35,136.453,135.7,135.7,59889,8153021.023000002,0.0,0,2025-07-07 09:41:00+08:00,2025-07-07 09:42:00+08:00
15,SZSE.123257,60s,135.7,135.7,135.011,135.214,70852,9588856.192999989,0.0,0,2025-07-07 09:42:00+08:00,2025-07-07 09:43:00+08:00
16,SZSE.123257,60s,135.316,135.525,135.259,135.525,49987,6767409.781000018,0.0,0,2025-07-07 09:43:00+08:00,2025-07-07 09:44:00+08:00
17,SZSE.123257,60s,135.521,135.61,135.36,135.5,26946,3651293.6859999895,0.0,0,2025-07-07 09:44:00+08:00,2025-07-07 09:45:00+08:00
18,SZSE.123257,60s,135.511,135.511,135.321,135.321,20469,2771610.2299999893,0.0,0,2025-07-07 09:45:00+08:00,2025-07-07 09:46:00+08:00
19,SZSE.123257,60s,135.343,135.7,135.28,135.661,28382,3843704.974000007,0.0,0,2025-07-07 09:46:00+08:00,2025-07-07 09:47:00+08:00
20,SZSE.123257,60s,135.7,135.822,135.661,135.706,18490,2509916.701000005,0.0,0,2025-07-07 09:47:00+08:00,2025-07-07 09:48:00+08:00
21,SZSE.123257,60s,135.748,135.977,135.498,135.553,89732,12176048.684000015,0.0,0,2025-07-07 09:48:00+08:00,2025-07-07 09:49:00+08:00
22,SZSE.123257,60s,135.556,136.21,135.556,136.071,46632,6339998.129999995,0.0,0,2025-07-07 09:49:00+08:00,2025-07-07 09:50:00+08:00
23,SZSE.123257,60s,136.049,136.071,135.922,136.002,19253,2618970.8829999864,0.0,0,2025-07-07 09:50:00+08:00,2025-07-07 09:51:00+08:00
24,SZSE.123257,60s,136.001,136.002,135.81,135.981,23400,3181507.4620000124,0.0,0,2025-07-07 09:51:00+08:00,2025-07-07 09:52:00+08:00
25,SZSE.123257,60s,135.942,136.1,135.897,136.06,16139,2195083.7619999945,0.0,0,2025-07-07 09:52:00+08:00,2025-07-07 09:53:00+08:00
26,SZSE.123257,60s,136.111,136.772,136.111,136.633,53658,7317478.986999989,0.0,0,2025-07-07 09:53:00+08:00,2025-07-07 09:54:00+08:00
27,SZSE.123257,60s,136.627,137.112,136.627,137.0,67268,9206710.688000023,0.0,0,2025-07-07 09:54:00+08:00,2025-07-07 09:55:00+08:00
28,SZSE.123257,60s,136.877,136.998,136.705,136.966,24359,3333822.52699998,0.0,0,2025-07-07 09:55:00+08:00,2025-07-07 09:56:00+08:00
29,SZSE.123257,60s,136.998,137.255,136.827,136.968,55368,7587081.724000007,0.0,0,2025-07-07 09:56:00+08:00,2025-07-07 09:57:00+08:00
30,SZSE.123257,60s,136.971,137.202,136.897,137.202,28268,3872510.5779999793,0.0,0,2025-07-07 09:57:00+08:00,2025-07-07 09:58:00+08:00
31,SZSE.123257,60s,137.267,137.654,137.212,137.479,67647,9296270.89500004,0.0,0,2025-07-07 09:58:00+08:00,2025-07-07 09:59:00+08:00
32,SZSE.123257,60s,137.479,137.72,137.123,137.2,47418,6516115.551999986,0.0,0,2025-07-07 09:59:00+08:00,2025-07-07 10:00:00+08:00
33,SZSE.123257,60s,137.2,137.36,137.2,137.36,40136,5507622.746999979,0.0,0,2025-07-07 10:00:00+08:00,2025-07-07 10:01:00+08:00
34,SZSE.123257,60s,137.328,137.439,137.328,137.36,19058,2618125.008000016,0.0,0,2025-07-07 10:01:00+08:00,2025-07-07 10:02:00+08:00
35,SZSE.123257,60s,137.353,137.43,137.294,137.305,19842,2725363.842000008,0.0,0,2025-07-07 10:02:00+08:00,2025-07-07 10:03:00+08:00
36,SZSE.123257,60s,137.306,137.306,136.9,136.91,25209,3455748.441999972,0.0,0,2025-07-07 10:03:00+08:00,2025-07-07 10:04:00+08:00
37,SZSE.123257,60s,136.909,137.095,136.909,136.991,12868,1763149.1110000014,0.0,0,2025-07-07 10:04:00+08:00,2025-07-07 10:05:00+08:00
38,SZSE.123257,60s,136.916,137.257,136.916,137.256,19125,2622394.560999989,0.0,0,2025-07-07 10:05:00+08:00,2025-07-07 10:06:00+08:00
39,SZSE.123257,60s,137.289,137.503,137.229,137.238,27839,3826289.133000016,0.0,0,2025-07-07 10:06:00+08:00,2025-07-07 10:07:00+08:00
40,SZSE.123257,60s,137.238,137.252,136.91,136.922,17466,2393998.67900002,0.0,0,2025-07-07 10:07:00+08:00,2025-07-07 10:08:00+08:00
41,SZSE.123257,60s,136.922,137.058,136.83,137.058,18989,2599700.524999976,0.0,0,2025-07-07 10:08:00+08:00,2025-07-07 10:09:00+08:00
42,SZSE.123257,60s,137.058,137.101,136.977,137.043,17848,2445660.9140000343,0.0,0,2025-07-07 10:09:00+08:00,2025-07-07 10:10:00+08:00
43,SZSE.123257,60s,137.1,137.16,137.057,137.16,15004,2057307.1039999723,0.0,0,2025-07-07 10:10:00+08:00,2025-07-07 10:11:00+08:00
44,SZSE.123257,60s,137.18,137.311,137.12,137.311,21287,2921145.1380000114,0.0,0,2025-07-07 10:11:00+08:00,2025-07-07 10:12:00+08:00
45,SZSE.123257,60s,137.32,137.645,137.312,137.645,31307,4304078.180999994,0.0,0,2025-07-07 10:12:00+08:00,2025-07-07 10:13:00+08:00
46,SZSE.123257,60s,137.665,137.83,137.665,137.728,28295,3897818.926999986,0.0,0,2025-07-07 10:13:00+08:00,2025-07-07 10:14:00+08:00
47,SZSE.123257,60s,137.687,137.7,137.568,137.59,15134,2082677.6090000272,0.0,0,2025-07-07 10:14:00+08:00,2025-07-07 10:15:00+08:00
48,SZSE.123257,60s,137.591,137.86,137.558,137.559,15227,2096841.800999999,0.0,0,2025-07-07 10:15:00+08:00,2025-07-07 10:16:00+08:00
49,SZSE.123257,60s,137.442,137.442,137.087,137.221,26661,3658544.870000005,0.0,0,2025-07-07 10:16:00+08:00,2025-07-07 10:17:00+08:00
